event_id,event_type_id,event_type_name,team_id,team_name,player_id,player_name,period_id,min,sec,milisec,x,y,x_end,y_end,outcome,event_abs_sec,attack_dir,x_m,y_m,x_end_m,y_end_m,matched_frame,matched_frame_idx,time_residual_s,time_matched,period_clock_offset_s,period_offset_spatial_dist_m,period_offset_n_anchors
591004789,1,PASS,7193,Lille,1793117,Matias Fernandez,1,0,2,795,50.0,50.0,37.0,37.0,True,2.795,-1.0,52.5,34.0,66.15,42.84,28,28,0.004999999999999893,True,0.5599999999999454,28.70788757467188,641.0
591004790,1,PASS,7193,Lille,1547809,Nathan Ngoy,1,0,4,998,36.7,37.2,60.0,93.0,True,4.998,-1.0,66.465,42.70399999999999,42.0,4.759999999999998,50,50,0.0019999999999997797,True,0.5599999999999454,28.70788757467188,641.0
591004791,1,PASS,7193,Lille,1605199,Felix Correia,1,0,9,11,60.1,92.9,,,False,9.011,-1.0,41.895,4.827999999999996,,,90,90,0.010999999999999233,True,0.5599999999999454,28.70788757467188,641.0
31831215,3,TAKEON,7188,Olympique de Marseille,1253562,Mason Greenwood,1,0,11,663,58.5,16.5,,,True,11.663,1.0,61.425,11.22,,,117,117,0.036999999999999034,True,0.5599999999999454,28.70788757467188,641.0
17029895,45,CHALLENGE,7193,Lille,160113,Calvin Verdonk,1,0,11,451,41.4,83.6,,,False,11.451,-1.0,61.53,11.152000000000001,,,115,115,0.04899999999999949,True,0.5599999999999454,28.70788757467188,641.0
591004792,1,PASS,7188,Olympique de Marseille,1253562,Mason Greenwood,1,0,13,794,57.1,27.0,71.0,86.0,True,13.794,1.0,59.955000000000005,18.36,74.55,58.48,138,138,0.006000000000000227,True,0.5599999999999454,28.70788757467188,641.0
591004793,1,PASS,7188,Olympique de Marseille,358,Emerson,1,0,17,928,71.2,85.5,85.0,87.0,True,17.928,1.0,74.76,58.14,89.25,59.16,179,179,0.028000000000002245,True,0.5599999999999454,28.70788757467188,641.0
591004794,1,PASS,7188,Olympique de Marseille,1636396,Igor Paixao,1,0,22,458,85.2,87.2,,,False,22.458,1.0,89.46,59.296,,,225,225,0.04200000000000159,True,0.5599999999999454,28.70788757467188,641.0
48050353,49,BALL RECOVERY,7193,Lille,1547809,Nathan Ngoy,1,0,24,339,7.2,49.6,7.0,50.0,True,24.339,-1.0,97.44,34.272,97.65,34.0,243,243,0.038999999999997925,True,0.5599999999999454,28.70788757467188,641.0
591004795,1,PASS,7193,Lille,1802019,Ngal'Ayel Mukau,1,0,25,910,13.0,24.4,,,False,25.91,-1.0,91.35,51.408,,,259,259,0.010000000000001563,True,0.5599999999999454,28.70788757467188,641.0
591004796,1,PASS,7188,Olympique de Marseille,1220516,Leonardo Balerdi,1,0,29,710,63.1,47.1,57.0,30.0,True,29.71,1.0,66.255,32.028,59.849999999999994,20.4,297,297,0.010000000000001563,True,0.5599999999999454,28.70788757467188,641.0
591004797,1,PASS,7188,Olympique de Marseille,1170646,Timothy Weah,1,0,31,841,57.4,29.8,46.0,51.0,True,31.841,1.0,60.269999999999996,20.264,48.300000000000004,34.68,318,318,0.04100000000000392,True,0.5599999999999454,28.70788757467188,641.0
591004798,1,PASS,7188,Olympique de Marseille,1220516,Leonardo Balerdi,1,0,34,659,45.6,50.9,43.0,81.0,True,34.659,1.0,47.88,34.612,45.15,55.080000000000005,347,347,0.04100000000000392,True,0.5599999999999454,28.70788757467188,641.0
591004799,1,PASS,7188,Olympique de Marseille,753931,Facundo Medina,1,0,36,603,43.2,80.8,51.0,95.0,True,36.603,1.0,45.36000000000001,54.943999999999996,53.550000000000004,64.6,366,366,0.0030000000000001137,True,0.5599999999999454,28.70788757467188,641.0
591004800,1,PASS,7188,Olympique de Marseille,358,Emerson,1,0,39,310,51.4,94.8,79.0,89.0,True,39.31,1.0,53.97,64.464,82.95,60.52,393,393,0.010000000000005116,True,0.5599999999999454,28.70788757467188,641.0
36190537,4,FOUL,7188,Olympique de Marseille,1636396,Igor Paixao,1,0,43,933,75.9,86.3,,,True,43.933,1.0,79.69500000000001,58.684,,,439,439,0.03300000000000125,True,0.5599999999999454,28.70788757467188,641.0
36190536,4,FOUL,7193,Lille,1547809,Nathan Ngoy,1,0,43,933,24.1,13.7,,,False,43.933,-1.0,79.695,58.684,,,439,439,0.03300000000000125,True,0.5599999999999454,28.70788757467188,641.0
2917745,17,CARD,7193,Lille,1547809,Nathan Ngoy,1,0,43,933,24.1,13.7,,,True,43.933,-1.0,79.695,58.684,,,439,439,0.03300000000000125,True,0.5599999999999454,28.70788757467188,641.0
591004801,1,PASS,7188,Olympique de Marseille,1636396,Igor Paixao,1,2,32,107,84.0,89.3,83.0,40.0,True,152.107,1.0,88.2,60.724000000000004,87.14999999999999,27.200000000000003,1527,1527,0.007000000000005002,True,0.5599999999999454,28.70788757467188,641.0
6055114,13,MISSED SHOT,7188,Olympique de Marseille,1253562,Mason Greenwood,1,2,34,407,83.0,39.9,83.0,40.0,True,154.407,1.0,87.14999999999999,27.131999999999998,87.14999999999999,27.200000000000003,1550,1550,0.007000000000005002,True,0.5599999999999454,28.70788757467188,641.0
591004802,1,PASS,7193,Lille,1211911,Berke Ozer,1,2,59,607,0.0,48.9,,,False,179.607,-1.0,105.0,34.748,,,1804,1804,0.03299999999998704,True,0.5599999999999454,28.70788757467188,641.0
