event_id,event_type_id,event_type_name,team_id,team_name,player_id,player_name,period_id,min,sec,milisec,x,y,x_end,y_end,outcome,event_abs_sec,attack_dir,x_m,y_m,x_end_m,y_end_m,matched_frame,matched_frame_idx,time_residual_s,time_matched,period_clock_offset_s,period_offset_spatial_dist_m,period_offset_n_anchors
574107631,1,PASS,4272,Villarreal,1155286,Nicolas Pepe,1,0,0,565,51.0,50.0,29.0,49.0,True,0.565,-1.0,51.449999999999996,34.0,74.55,34.68,6,6,0.03500000000000014,True,0.5599999999999454,30.07034220555788,684.0
574107632,1,PASS,4272,Villarreal,1331671,Arnau Tenas,1,0,6,425,29.2,49.2,,,False,6.425,-1.0,74.34,34.544,,,64,64,0.024999999999999467,True,0.5599999999999454,30.07034220555788,684.0
574107633,1,PASS,3659,Bayer Leverkusen,87317,Lucas Vazquez,1,0,9,481,23.8,14.0,34.0,24.0,True,9.481,1.0,24.990000000000002,9.520000000000001,35.7,16.32,95,95,0.019000000000000128,True,0.5599999999999454,30.07034220555788,684.0
574107634,1,PASS,3659,Bayer Leverkusen,1267834,Equi Fernandez,1,0,11,373,33.8,23.7,29.0,13.0,True,11.373,1.0,35.489999999999995,16.116,30.45,8.84,114,114,0.027000000000001023,True,0.5599999999999454,30.07034220555788,684.0
574107635,1,PASS,3659,Bayer Leverkusen,87317,Lucas Vazquez,1,0,13,229,28.9,13.4,22.0,18.0,True,13.229,1.0,30.345,9.112,23.1,12.24,132,132,0.028999999999999915,True,0.5599999999999454,30.07034220555788,684.0
574107636,1,PASS,3659,Bayer Leverkusen,1301817,Jarell Quansah,1,0,13,963,21.7,18.4,,,False,13.963,1.0,22.785,12.512,,,140,140,0.03700000000000081,True,0.5599999999999454,30.07034220555788,684.0
574107637,1,PASS,4272,Villarreal,1539899,Renato Veiga,1,0,15,999,53.8,84.9,,,False,15.999,-1.0,48.510000000000005,10.267999999999994,,,160,160,0.0009999999999976694,True,0.5599999999999454,30.07034220555788,684.0
29263065,61,BALL TOUCH,4272,Villarreal,2004317,Alassane Diatta,1,0,16,963,64.3,80.8,,,True,16.963,-1.0,37.485,13.056000000000004,,,170,170,0.036999999999999034,True,0.5599999999999454,30.07034220555788,684.0
574107638,1,PASS,3659,Bayer Leverkusen,1267834,Equi Fernandez,1,0,18,258,31.8,26.3,30.0,38.0,True,18.258,1.0,33.39,17.884,31.5,25.84,183,183,0.04200000000000159,True,0.5599999999999454,30.07034220555788,684.0
574107639,1,PASS,3659,Bayer Leverkusen,195680,Aleix Garcia,1,0,19,603,30.2,38.3,,,False,19.603,1.0,31.709999999999997,26.043999999999997,,,196,196,0.0030000000000001137,True,0.5599999999999454,30.07034220555788,684.0
