event_id,event_type_id,event_type_name,team_id,team_name,player_id,player_name,period_id,min,sec,milisec,x,y,x_end,y_end,outcome,event_abs_sec,attack_dir,x_m,y_m,x_end_m,y_end_m,matched_frame,matched_frame_idx,time_residual_s,time_matched,period_clock_offset_s,period_offset_spatial_dist_m,period_offset_n_anchors
606444362,1,PASS,2,Valencia,1242413,Lucas Beltran,1,0,4,875,49.0,50.0,32.0,67.0,True,4.875,1.0,51.449999999999996,34.0,33.6,45.56,49,49,0.025000000000000355,True,2.5599999999999454,33.41776494730978,532.0
606444363,1,PASS,2,Valencia,276948,Pepelu,1,0,7,324,31.7,66.7,,,False,7.324,1.0,33.285000000000004,45.356,,,73,73,0.023999999999999133,True,2.5599999999999454,33.41776494730978,532.0
606444364,1,PASS,20076,Girona FC,152197,Daley Blind,1,0,10,303,21.0,71.0,47.0,71.0,True,10.303,-1.0,82.95,19.72,55.650000000000006,19.72,103,103,0.0030000000000001137,True,2.5599999999999454,33.41776494730978,532.0
606444365,1,PASS,20076,Girona FC,1926341,Claudio Echeverri,1,0,12,269,46.8,70.6,,,False,12.269,-1.0,55.86,19.992000000000004,,,123,123,0.031000000000000583,True,2.5599999999999454,33.41776494730978,532.0
606444366,1,PASS,2,Valencia,1157561,Renzo Saravia,1,0,14,448,41.7,23.2,28.0,69.0,True,14.448,1.0,43.785000000000004,15.776,29.400000000000002,46.919999999999995,144,144,0.04800000000000182,True,2.5599999999999454,33.41776494730978,532.0
606444367,1,PASS,2,Valencia,276948,Pepelu,1,0,17,417,27.8,69.2,9.0,53.0,True,17.417,1.0,29.19,47.056000000000004,9.45,36.04,174,174,0.017000000000003013,True,2.5599999999999454,33.41776494730978,532.0
606444368,1,PASS,2,Valencia,87156,Stole Dimitrievski,1,0,22,498,9.2,53.3,20.0,37.0,True,22.498,1.0,9.66,36.24399999999999,21.0,25.16,225,225,0.0019999999999988916,True,2.5599999999999454,33.41776494730978,532.0
606444369,1,PASS,2,Valencia,1157363,Guido Rodriguez,1,0,24,284,20.2,37.4,27.0,18.0,True,24.284,1.0,21.209999999999997,25.432,28.35,12.24,243,243,0.01600000000000179,True,2.5599999999999454,33.41776494730978,532.0
606444370,1,PASS,2,Valencia,1157561,Renzo Saravia,1,0,27,417,26.9,17.9,33.0,19.0,True,27.417,1.0,28.244999999999997,12.171999999999999,34.65,12.92,274,274,0.017000000000003013,True,2.5599999999999454,33.41776494730978,532.0
606444371,1,PASS,2,Valencia,1242413,Lucas Beltran,1,0,32,620,43.6,11.9,,,False,32.62,1.0,45.78,8.092,,,326,326,0.01999999999999602,True,2.5599999999999454,33.41776494730978,532.0
606444372,1,PASS,20076,Girona FC,138087,Axel Witsel,1,0,35,149,35.3,77.5,12.0,49.0,True,35.149,-1.0,67.935,15.299999999999997,92.4,34.68,351,351,0.04899999999999949,True,2.5599999999999454,33.41776494730978,532.0
606444373,1,PASS,20076,Girona FC,40784,Paulo Gazzaniga,1,0,40,743,12.0,48.8,21.0,57.0,True,40.743,-1.0,92.4,34.816,82.95,29.240000000000002,407,407,0.04299999999999926,True,2.5599999999999454,33.41776494730978,532.0
606444374,1,PASS,20076,Girona FC,138087,Axel Witsel,1,0,41,845,20.5,56.9,10.0,24.0,True,41.845,-1.0,83.475,29.308000000000007,94.5,51.68,418,418,0.045000000000001705,True,2.5599999999999454,33.41776494730978,532.0
33315478,61,BALL TOUCH,20076,Girona FC,1746587,Vitor Reis,1,0,43,154,10.2,23.7,,,True,43.154,-1.0,94.29,51.884,,,432,432,0.045999999999999375,True,2.5599999999999454,33.41776494730978,532.0
606444375,1,PASS,20076,Girona FC,1746587,Vitor Reis,1,0,44,993,13.3,14.0,23.0,9.0,True,44.993,-1.0,91.035,58.48,80.85,61.88,450,450,0.006999999999997897,True,2.5599999999999454,33.41776494730978,532.0
