event_id,event_type_id,event_type_name,team_id,team_name,player_id,player_name,period_id,min,sec,milisec,x,y,x_end,y_end,outcome,event_abs_sec,attack_dir,x_m,y_m,x_end_m,y_end_m,matched_frame,matched_frame_idx,time_residual_s,time_matched,period_clock_offset_s,period_offset_spatial_dist_m,period_offset_n_anchors
575944724,1,PASS,3662,Wolfsburg,69898,Maximilian Arnold,1,0,7,440,49.0,51.0,27.0,50.0,True,7.44,1.0,51.449999999999996,34.68,28.35,34.0,74,74,0.040000000000000924,True,1.5599999999999454,33.91633029972435,543.0
575944725,1,PASS,3662,Wolfsburg,1288508,Kamil Grabara,1,0,10,946,26.7,50.1,75.0,18.0,True,10.946,1.0,28.035,34.068,78.75,12.24,109,109,0.045999999999999375,True,1.5599999999999454,33.91633029972435,543.0
575944726,1,PASS,3662,Wolfsburg,1740437,Adam Daghim,1,0,14,662,70.2,21.6,66.0,32.0,True,14.662,1.0,73.71000000000001,14.688000000000002,69.3,21.76,148,148,0.021999999999998465,True,1.5599999999999454,33.91633029972435,543.0
575944727,1,PASS,3662,Wolfsburg,38708,Christian Eriksen,1,0,16,391,65.7,32.4,73.0,11.0,True,16.391,1.0,68.985,22.032,76.64999999999999,7.48,166,166,0.04900000000000304,True,1.5599999999999454,33.91633029972435,543.0
29493928,61,BALL TOUCH,3662,Wolfsburg,1740437,Adam Daghim,1,0,17,376,72.9,10.9,,,True,17.376,1.0,76.54500000000002,7.412,,,175,175,0.036000000000001364,True,1.5599999999999454,33.91633029972435,543.0
575944728,1,PASS,3664,Borussia Dortmund,1264347,Nico Schlotterbeck,1,0,33,287,34.0,100.0,54.0,78.0,True,33.287,-1.0,69.3,0.0,48.3,14.96,335,335,0.012999999999998124,True,1.5599999999999454,33.91633029972435,543.0
16042505,8,INTERCEPTION,3662,Wolfsburg,1167981,Denis Vavro,1,0,36,99,46.3,21.8,46.0,22.0,True,36.099,1.0,48.614999999999995,14.824,48.300000000000004,14.96,363,363,0.0010000000000047748,True,1.5599999999999454,33.91633029972435,543.0
575944729,1,PASS,3662,Wolfsburg,1314430,Kilian Fischer,1,0,37,156,42.3,18.7,,,False,37.156,1.0,44.415,12.716,,,374,374,0.044000000000004036,True,1.5599999999999454,33.91633029972435,543.0
47286074,49,BALL RECOVERY,3664,Borussia Dortmund,1158708,Serhou Guirassy,1,0,37,258,55.3,83.9,55.0,84.0,True,37.258,-1.0,46.93500000000001,10.947999999999993,47.24999999999999,10.880000000000003,375,375,0.041999999999994486,True,1.5599999999999454,33.91633029972435,543.0
575944730,1,PASS,3662,Wolfsburg,1740437,Adam Daghim,1,0,40,94,37.0,7.9,,,False,40.094,1.0,38.85,5.372,,,403,403,0.006000000000000227,True,1.5599999999999454,33.91633029972435,543.0
47286075,49,BALL RECOVERY,3664,Borussia Dortmund,1253559,Felix Nmecha,1,0,41,528,59.3,81.1,59.0,81.0,True,41.528,-1.0,42.735,12.852000000000004,43.050000000000004,12.919999999999995,417,417,0.027999999999998693,True,1.5599999999999454,33.91633029972435,543.0
575944731,1,PASS,3664,Borussia Dortmund,1334145,Daniel Svensson,1,0,42,752,57.9,91.7,38.0,85.0,True,42.752,-1.0,44.205000000000005,5.643999999999998,65.1,10.200000000000003,430,430,0.047999999999994714,True,1.5599999999999454,33.91633029972435,543.0
575944732,1,PASS,3664,Borussia Dortmund,1264347,Nico Schlotterbeck,1,0,43,522,38.4,85.4,35.0,61.0,True,43.522,-1.0,64.68,9.927999999999997,68.25,26.520000000000003,437,437,0.021999999999998465,True,1.5599999999999454,33.91633029972435,543.0
575944733,1,PASS,3664,Borussia Dortmund,241417,Waldemar Anton,1,0,46,609,34.7,60.7,35.0,41.0,True,46.609,-1.0,68.565,26.724000000000004,68.25,40.120000000000005,468,468,0.009000000000000341,True,1.5599999999999454,33.91633029972435,543.0
