event_id,event_type_id,event_type_name,team_id,team_name,player_id,player_name,period_id,min,sec,milisec,x,y,x_end,y_end,outcome,event_abs_sec,attack_dir,x_m,y_m,x_end_m,y_end_m,matched_frame,matched_frame_idx,time_residual_s,time_matched,period_clock_offset_s,period_offset_spatial_dist_m,period_offset_n_anchors
566736358,1,PASS,4279,FC Barcelona,1169797,Ferran Torres,1,0,2,609,50.0,50.0,32.0,51.0,True,2.609,-1.0,52.5,34.0,71.4,33.32,26,26,0.008999999999999897,True,0.5199999999999818,31.314958087150625,547.0
566736359,1,PASS,4279,FC Barcelona,1256034,Eric Garcia,1,0,4,622,32.0,51.4,41.0,23.0,True,4.622,-1.0,71.4,33.048,61.95,52.36,46,46,0.02200000000000024,True,0.5199999999999818,31.314958087150625,547.0
566736360,1,PASS,4279,FC Barcelona,1776309,Lamine Yamal,1,0,7,796,40.7,23.5,10.0,47.0,True,7.796,-1.0,62.265,52.02,94.5,36.040000000000006,78,78,0.004000000000001336,True,0.5199999999999818,31.314958087150625,547.0
566736361,1,PASS,4279,FC Barcelona,1328102,Joan Garcia,1,0,11,701,9.6,47.3,22.0,65.0,True,11.701,-1.0,94.92,35.836,81.9,23.799999999999997,117,117,0.0010000000000012221,True,0.5199999999999818,31.314958087150625,547.0
566736362,1,PASS,4279,FC Barcelona,1320886,Gerard Martin,1,0,15,515,21.9,65.5,21.0,35.0,True,15.515,-1.0,82.005,23.46,82.95,44.2,155,155,0.015000000000000568,True,0.5199999999999818,31.314958087150625,547.0
566736363,1,PASS,4279,FC Barcelona,1746425,Pau Cubarsi,1,0,19,147,20.7,35.3,22.0,63.0,True,19.147,-1.0,83.265,43.996,81.9,25.159999999999997,191,191,0.046999999999997044,True,0.5199999999999818,31.314958087150625,547.0
566736364,1,PASS,4279,FC Barcelona,1320886,Gerard Martin,1,0,21,511,21.8,63.1,24.0,32.0,True,21.511,-1.0,82.11,25.092,79.8,46.239999999999995,215,215,0.010999999999999233,True,0.5199999999999818,31.314958087150625,547.0
566736365,1,PASS,4279,FC Barcelona,1746425,Pau Cubarsi,1,0,25,175,24.1,32.1,25.0,65.0,True,25.175,-1.0,79.695,46.172,78.75,23.799999999999997,252,252,0.02499999999999858,True,0.5199999999999818,31.314958087150625,547.0
28279970,61,BALL TOUCH,4279,FC Barcelona,1320886,Gerard Martin,1,0,26,90,25.1,65.3,,,True,26.09,-1.0,78.645,23.595999999999997,,,261,261,0.010000000000001563,True,0.5199999999999818,31.314958087150625,547.0
566736366,1,PASS,4279,FC Barcelona,1320886,Gerard Martin,1,0,28,774,36.0,67.5,44.0,90.0,True,28.774,-1.0,67.2,22.099999999999994,58.8,6.799999999999997,288,288,0.0259999999999998,True,0.5199999999999818,31.314958087150625,547.0
