event_id,event_type_id,event_type_name,team_id,team_name,player_id,player_name,period_id,min,sec,milisec,x,y,x_end,y_end,outcome,event_abs_sec,attack_dir,x_m,y_m,x_end_m,y_end_m,matched_frame,matched_frame_idx,time_residual_s,time_matched,period_clock_offset_s,period_offset_spatial_dist_m,period_offset_n_anchors
575940959,1,PASS,3654,Stuttgart,1531445,Angelo Stiller,1,0,2,984,50.0,50.0,33.0,33.0,True,2.984,-1.0,52.5,34.0,70.35,45.56,30,30,0.016000000000000014,True,0.5199999999999818,32.20003906829929,585.0
575940960,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,0,6,108,33.4,33.4,68.0,70.0,True,6.108,-1.0,69.93,45.288000000000004,33.599999999999994,20.400000000000006,61,61,0.008000000000000007,True,0.5199999999999818,32.20003906829929,585.0
55324041,44,AERIAL,3654,Stuttgart,1207681,Ermedin Demirovic,1,0,9,201,68.2,69.7,,,True,9.201,-1.0,33.39,20.604,,,92,92,0.0010000000000012221,True,0.5199999999999818,32.20003906829929,585.0
55324042,44,AERIAL,63958,FC St. Pauli,1167073,James Sands,1,0,9,242,32.2,30.4,,,False,9.242,1.0,33.81,20.672,,,92,92,0.04200000000000159,True,0.5199999999999818,32.20003906829929,585.0
575940961,1,PASS,63958,FC St. Pauli,1156787,Karol Mets,1,0,11,254,23.0,52.3,40.0,65.0,True,11.254,1.0,24.150000000000002,35.564,42.0,44.2,113,113,0.04600000000000115,True,0.5199999999999818,32.20003906829929,585.0
575940962,1,PASS,63958,FC St. Pauli,1156912,Mathias Rasmussen,1,0,12,630,40.2,65.3,27.0,56.0,True,12.63,1.0,42.21,44.404,28.35,38.080000000000005,126,126,0.030000000000001137,True,0.5199999999999818,32.20003906829929,585.0
575940963,1,PASS,63958,FC St. Pauli,1158495,Jackson Irvine,1,0,13,550,27.5,55.9,,,False,13.55,1.0,28.875000000000004,38.01199999999999,,,136,136,0.049999999999998934,True,0.5199999999999818,32.20003906829929,585.0
575940964,1,PASS,3654,Stuttgart,1169448,Atakan Karazor,1,0,14,584,61.6,36.4,48.0,48.0,True,14.584,-1.0,40.32000000000001,43.248000000000005,54.6,35.36,146,146,0.016000000000000014,True,0.5199999999999818,32.20003906829929,585.0
575940965,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,0,16,514,47.6,48.2,26.0,53.0,True,16.514,-1.0,55.019999999999996,35.224,77.7,31.96,165,165,0.013999999999999346,True,0.5199999999999818,32.20003906829929,585.0
575940966,1,PASS,3654,Stuttgart,172523,Alexander Nubel,1,0,20,679,26.4,53.0,29.0,62.0,True,20.679,-1.0,77.28,31.96,74.55,25.840000000000003,207,207,0.021000000000000796,True,0.5199999999999818,32.20003906829929,585.0
29493433,61,BALL TOUCH,3654,Stuttgart,1287010,Ramon Hendriks,1,0,21,831,28.7,62.5,,,True,21.831,-1.0,74.86500000000001,25.5,,,218,218,0.030999999999998806,True,0.5199999999999818,32.20003906829929,585.0
575940967,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,0,27,989,38.3,38.9,39.0,30.0,True,27.989,-1.0,64.785,41.548,64.05,47.6,280,280,0.010999999999999233,True,0.5199999999999818,32.20003906829929,585.0
575940968,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,0,30,828,38.8,30.4,32.0,49.0,True,30.828,-1.0,64.26,47.328,71.4,34.68,308,308,0.027999999999998693,True,0.5199999999999818,32.20003906829929,585.0
575940969,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,0,33,769,31.9,49.1,32.0,50.0,True,33.769,-1.0,71.505,34.612,71.4,34.0,338,338,0.030999999999998806,True,0.5199999999999818,32.20003906829929,585.0
575940970,1,PASS,3654,Stuttgart,1531445,Angelo Stiller,1,0,34,802,31.6,49.9,31.0,33.0,True,34.802,-1.0,71.82,34.068,72.45,45.56,348,348,0.0020000000000024443,True,0.5199999999999818,32.20003906829929,585.0
575940971,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,0,37,340,31.0,33.4,31.0,25.0,True,37.34,-1.0,72.45,45.288000000000004,72.45,51.0,373,373,0.04000000000000625,True,0.5199999999999818,32.20003906829929,585.0
575940972,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,0,39,403,30.8,25.4,43.0,3.0,True,39.403,-1.0,72.66,50.728,59.85,65.96,394,394,0.0030000000000001137,True,0.5199999999999818,32.20003906829929,585.0
575940973,1,PASS,3654,Stuttgart,1171021,Josha Vagnoman,1,0,40,543,43.2,3.0,,,False,40.543,-1.0,59.63999999999999,65.96,,,405,405,0.04299999999999926,True,0.5199999999999818,32.20003906829929,585.0
575940974,1,PASS,63958,FC St. Pauli,1158495,Jackson Irvine,1,0,42,786,51.0,77.6,30.0,71.0,True,42.786,1.0,53.550000000000004,52.767999999999994,31.5,48.28,428,428,0.013999999999995794,True,0.5199999999999818,32.20003906829929,585.0
575940975,1,PASS,63958,FC St. Pauli,1572467,Tomoya Ando,1,0,44,162,29.7,70.6,,,False,44.162,1.0,31.185,48.007999999999996,,,442,442,0.03800000000000381,True,0.5199999999999818,32.20003906829929,585.0
575940976,1,PASS,3654,Stuttgart,1171021,Josha Vagnoman,1,1,4,527,31.0,0.0,41.0,14.0,True,64.527,-1.0,72.45,68.0,61.95,58.48,645,645,0.01300000000000523,True,0.5199999999999818,32.20003906829929,585.0
575940977,1,PASS,3654,Stuttgart,1187270,Deniz Undav,1,1,5,225,41.0,13.7,,,False,65.225,-1.0,61.95,58.684,,,652,652,0.015000000000000568,True,0.5199999999999818,32.20003906829929,585.0
575940978,1,PASS,63958,FC St. Pauli,1221108,Danel Sinani,1,1,6,609,59.5,66.6,54.0,71.0,True,66.609,1.0,62.474999999999994,45.288,56.7,48.28,666,666,0.03100000000000591,True,0.5199999999999818,32.20003906829929,585.0
575940979,1,PASS,63958,FC St. Pauli,1167073,James Sands,1,1,8,99,53.7,71.0,38.0,96.0,True,68.099,1.0,56.385000000000005,48.28,39.9,65.28,681,681,0.04099999999999682,True,0.5199999999999818,32.20003906829929,585.0
575940980,1,PASS,63958,FC St. Pauli,1156787,Karol Mets,1,1,12,363,38.1,96.2,22.0,81.0,True,72.363,1.0,40.005,65.41600000000001,23.1,55.080000000000005,723,723,0.022999999999996135,True,0.5199999999999818,32.20003906829929,585.0
575940981,1,PASS,63958,FC St. Pauli,1572467,Tomoya Ando,1,1,14,851,21.9,80.6,13.0,52.0,True,74.851,1.0,22.994999999999997,54.80799999999999,13.65,35.36,748,748,0.01099999999999568,True,0.5199999999999818,32.20003906829929,585.0
575940982,1,PASS,63958,FC St. Pauli,1273502,Nikola Vasilj,1,1,18,532,13.0,52.3,36.0,32.0,True,78.532,1.0,13.65,35.564,37.8,21.76,785,785,0.008000000000009777,True,0.5199999999999818,32.20003906829929,585.0
575940983,1,PASS,63958,FC St. Pauli,1221108,Danel Sinani,1,1,21,509,36.2,31.7,30.0,15.0,True,81.509,1.0,38.010000000000005,21.556,31.5,10.2,815,815,0.009000000000000341,True,0.5199999999999818,32.20003906829929,585.0
575940984,1,PASS,63958,FC St. Pauli,1213101,Manolis Saliakas,1,1,22,326,30.2,14.7,63.0,23.0,True,82.326,1.0,31.709999999999997,9.995999999999999,66.15,15.64,823,823,0.02599999999999625,True,0.5199999999999818,32.20003906829929,585.0
575940985,1,PASS,63958,FC St. Pauli,1220049,Martijn Kaars,1,1,25,321,63.1,22.7,62.0,9.0,True,85.321,1.0,66.255,15.435999999999998,65.1,6.12,853,853,0.021000000000000796,True,0.5199999999999818,32.20003906829929,585.0
21792642,7,TACKLE,3654,Stuttgart,173008,Maximilian Mittelstadt,1,1,28,107,37.8,91.0,38.0,91.0,True,88.107,-1.0,65.31,6.119999999999997,65.1,6.119999999999997,881,881,0.007000000000005002,True,0.5199999999999818,32.20003906829929,585.0
575940986,1,PASS,3654,Stuttgart,1531445,Angelo Stiller,1,1,29,678,33.6,90.2,,,False,89.678,-1.0,69.72,6.6640000000000015,,,897,897,0.02200000000000557,True,0.5199999999999818,32.20003906829929,585.0
47285900,49,BALL RECOVERY,63958,FC St. Pauli,1167073,James Sands,1,1,30,748,55.0,20.1,55.0,20.0,True,90.748,1.0,57.75000000000001,13.668000000000001,57.75000000000001,13.600000000000001,907,907,0.04800000000000182,True,0.5199999999999818,32.20003906829929,585.0
575940987,1,PASS,63958,FC St. Pauli,1221004,Adam Dzwigala,1,1,31,784,44.5,15.9,,,False,91.784,1.0,46.725,10.812,,,918,918,0.015999999999991132,True,0.5199999999999818,32.20003906829929,585.0
575940988,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,1,36,878,25.3,71.4,39.0,68.0,True,96.878,-1.0,78.435,19.447999999999993,64.05,21.759999999999998,969,969,0.02200000000000557,True,0.5199999999999818,32.20003906829929,585.0
575940989,1,PASS,3654,Stuttgart,1169448,Atakan Karazor,1,1,37,960,39.0,68.4,26.0,66.0,True,97.96,-1.0,64.05,21.488,77.7,23.119999999999997,980,980,0.04000000000000625,True,0.5199999999999818,32.20003906829929,585.0
575940990,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,1,38,915,25.9,66.3,28.0,76.0,True,98.915,-1.0,77.805,22.916000000000004,75.6,16.32,989,989,0.015000000000000568,True,0.5199999999999818,32.20003906829929,585.0
575940991,1,PASS,3654,Stuttgart,1531445,Angelo Stiller,1,1,46,320,28.3,76.2,32.0,35.0,True,106.32,-1.0,75.285,16.183999999999997,71.4,44.2,1063,1063,0.01999999999999602,True,0.5199999999999818,32.20003906829929,585.0
575940992,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,1,49,553,32.4,35.2,28.0,46.0,True,109.553,-1.0,70.97999999999999,44.06399999999999,75.6,36.72,1096,1096,0.046999999999997044,True,0.5199999999999818,32.20003906829929,585.0
575940993,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,1,52,951,28.3,46.0,17.0,46.0,True,112.951,-1.0,75.285,36.72,87.15,36.72,1130,1130,0.049000000000006594,True,0.5199999999999818,32.20003906829929,585.0
575940994,1,PASS,3654,Stuttgart,172523,Alexander Nubel,1,2,5,613,16.6,46.1,15.0,13.0,True,125.613,-1.0,87.57,36.652,89.25,59.16,1257,1257,0.03300000000000125,True,0.5199999999999818,32.20003906829929,585.0
29493434,61,BALL TOUCH,3654,Stuttgart,1715663,Finn Jeltsch,1,2,8,203,15.2,12.6,,,True,128.203,-1.0,89.04,59.432,,,1283,1283,0.022999999999996135,True,0.5199999999999818,32.20003906829929,585.0
575940995,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,2,11,975,32.7,11.4,31.0,17.0,True,131.975,-1.0,70.66499999999999,60.248,72.45,56.44,1321,1321,0.0049999999999954525,True,0.5199999999999818,32.20003906829929,585.0
575940996,1,PASS,3654,Stuttgart,1169448,Atakan Karazor,1,2,14,991,31.2,17.4,22.0,17.0,True,134.991,-1.0,72.24000000000001,56.168,81.9,56.44,1351,1351,0.011000000000024102,True,0.5199999999999818,32.20003906829929,585.0
575940997,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,2,16,665,22.4,16.6,8.0,48.0,True,136.665,-1.0,81.48,56.712,96.6,35.36,1368,1368,0.01500000000001478,True,0.5199999999999818,32.20003906829929,585.0
575940998,1,PASS,3654,Stuttgart,172523,Alexander Nubel,1,2,19,145,8.3,47.6,22.0,37.0,True,139.145,-1.0,96.285,35.632,81.9,42.84,1393,1393,0.03499999999999659,True,0.5199999999999818,32.20003906829929,585.0
575940999,1,PASS,3654,Stuttgart,1287010,Ramon Hendriks,1,2,24,633,22.2,36.6,22.0,35.0,True,144.633,-1.0,81.69,43.112,81.9,44.2,1448,1448,0.03300000000001546,True,0.5199999999999818,32.20003906829929,585.0
575941000,1,PASS,3654,Stuttgart,1715663,Finn Jeltsch,1,2,30,696,21.7,34.7,19.0,54.0,True,150.696,-1.0,82.215,44.403999999999996,85.05,31.28,1509,1509,0.04400000000001114,True,0.5199999999999818,32.20003906829929,585.0
575941001,1,PASS,3654,Stuttgart,1531445,Angelo Stiller,1,2,33,285,18.7,53.7,,,False,153.285,-1.0,85.365,31.483999999999995,,,1534,1534,0.044999999999987494,True,0.5199999999999818,32.20003906829929,585.0
575941002,1,PASS,63958,FC St. Pauli,1213101,Manolis Saliakas,1,2,41,276,32.0,0.0,44.0,22.0,True,161.276,1.0,33.6,0.0,46.2,14.96,1614,1614,0.036000000000001364,True,0.5199999999999818,32.20003906829929,585.0
575941003,1,PASS,63958,FC St. Pauli,1221108,Danel Sinani,1,2,43,275,44.3,21.7,43.0,7.0,True,163.275,1.0,46.51499999999999,14.756,45.15,4.760000000000001,1634,1634,0.03499999999999659,True,0.5199999999999818,32.20003906829929,585.0
29493435,61,BALL TOUCH,63958,FC St. Pauli,1213101,Manolis Saliakas,1,2,44,625,43.1,6.9,,,True,164.625,1.0,45.255,4.692,,,1648,1648,0.014999999999986358,True,0.5199999999999818,32.20003906829929,585.0
575941004,1,PASS,63958,FC St. Pauli,1213101,Manolis Saliakas,1,2,46,960,56.3,12.8,68.0,13.0,True,166.96,1.0,59.114999999999995,8.704,71.4,8.84,1671,1671,0.020000000000010232,True,0.5199999999999818,32.20003906829929,585.0
575941005,1,PASS,63958,FC St. Pauli,1221108,Danel Sinani,1,2,52,451,67.7,13.3,71.0,36.0,True,172.451,1.0,71.08500000000001,9.044,74.55,24.48,1726,1726,0.01099999999999568,True,0.5199999999999818,32.20003906829929,585.0
575941006,1,PASS,63958,FC St. Pauli,1158495,Jackson Irvine,1,2,55,137,70.9,35.5,83.0,19.0,True,175.137,1.0,74.44500000000001,24.14,87.14999999999999,12.92,1753,1753,0.002999999999985903,True,0.5199999999999818,32.20003906829929,585.0
